ISBN,Book-Rating,Book-Title,Book-Author,Year-Of-Publication,Publisher,categories
0345391683,8.0,"Jerusalem: One City, Three Faiths",Karen Armstrong,1997,Ballantine Books,Religion
0345391691,7.714285714285714,The Battle for God,Karen Armstrong,2001,Ballantine Books,Religion
0345391802,8.402777777777779,The Hitchhiker's Guide to the Galaxy,Douglas Adams,1995,Ballantine Books,Science
034539271X,7.0,Serendipity,Fern Michaels,1994,Ballantine Books,Business & Economics
0345392825,7.583333333333333,Reviving Ophelia: Saving the Selves of Adolescent Girls (Ballantine Reader's Circle),Mary Pipher,1995,Ballantine Books,Music
0345393511,8.5,The Girls,Elaine Kagan,1995,Ballantine Books,Fiction
0345393562,6.5,Rookery Blues,Jon Hassler,1995,Ballantine Books,Fiction
0345394267,7.375,Rainbow's End,Martha Grimes,1996,Ballantine Books,Biography & Autobiography
0345394291,9.0,Screamplays,Richard Chizmar,1997,Ballantine Books,Fiction
0345394712,7.5,Taltos,ANNE RICE,1995,Ballantine Books,Fiction
0345394755,9.0,A Son of the Circus,John Irving,1995,Ballantine Books,Fiction
0345396545,8.5,"Ilse Witch (The Voyage of the Jerle Shannara, Book 1)",Terry Brooks,2000,Del Rey Books,Fiction
0345396553,7.3,"Ilse Witch (The Voyage of the Jerle Shannara, Book 1)",Terry Brooks,2001,Del Rey Books,Fiction
0345397371,8.0,Witch,Donald E. McQuinn,1995,Del Rey Books,Juvenile Fiction
0345397398,8.0,The Vampire Companion: The Official Guide to Anne Rice's the Vampire Chronicles,Katherine Ramsland,1995,Ballantine Books,Fiction
0345397800,7.0,The Cheetah Chase,Karin McQuillan,1995,Fawcett Books,Animal rights activists
0345397843,6.5,Double Jeopardy,William Bernhardt,1996,Ballantine Books,Fiction
034540047X,7.6875,The Hotel New Hampshire,John Irving,1995,Ballantine Books,Fiction
0345400534,10.0,Inside Oscar: The Unofficial History of the Academy Awards,Mason Wiley,1996,Ballantine Books,Performing Arts
0345401018,8.666666666666666,Apaches,Lorenzo Carcaterra,1997,Ballantine Books,History
0345401123,6.333333333333333,Your Blues Ain't Like Mine,BEBE MOORE CAMPBELL,1995,Ballantine Books,Fiction
0345401956,8.333333333333334,Ancient Mysteries,Peter James,1999,Ballantine Books,History
0345401964,7.8,Exit to Eden,Anne Rice,1996,Ballantine Books,Fiction
0345402391,7.0,Sharky's Machine,William Diehl,1995,Ballantine Books,Fiction
0345402405,6.5,"Upsetting the Balance (Worldwar Series, Volume 3)",Harry Turtledove,1996,Del Rey Books,Fiction
0345402510,10.0,Positive Discipline,Jane Nelsen,1996,Ballantine Books,Family & Relationships
0345402871,7.455696202531645,Airframe,Michael Crichton,1997,Ballantine Books,Fiction
034540288X,7.22680412371134,The Lost World,Michael Crichton,1996,Ballantine Books,Fiction
034540288x,8.0,The Lost World,Michael Crichton,1996,Ballantine Books,Fiction
0345403010,8.5,Special Words,JOYCE LANDORF HEATHERLEY,1996,Ballantine Books,Literary Collections
0345403339,8.714285714285714,Saving Grace,LEE SMITH,1996,Ballantine Books,Fiction
0345403339,8.714285714285714,Saving Grace,LEE SMITH,1996,Ballantine Books,Biography & Autobiography
0345403959,8.583333333333334,Belgarath the Sorcerer,David Eddings,1996,Del Rey Books,Fiction
0345404351,8.0,Betrayals,Charles Palliser,1996,Ballantine Books,Fiction
0345404777,6.866666666666666,No Safe Place,RICHARD NORTH PATTERSON,1999,Ballantine Books,Juvenile Fiction
0345405013,8.0,The Proud Tower: A Portrait of the World Before the War 1890-1914,Barbara W. Tuchman,1996,Ballantine Books,History
0345405072,7.75,Lost World,Michael Crichton,1996,Ballantine Books,Fiction
0345405404,3.0,Eleanor of Aquitaine : A Life,ALISON WEIR,2000,Ballantine Books,Biography & Autobiography
0345405641,4.0,The Great War: Breakthroughs,Harry Turtledove,2001,Del Rey Books,Fiction
0345406354,10.0,"Silver Moons, Black Steel",Tara K. Harper,2001,Del Rey Books,Fiction
0345406419,8.0,Rookery Blues,Jon Hassler,1996,Ballantine Books,Fiction
0345406958,8.0,The Story of the Other Wise Man,Henry Van Dyke,1996,Ballantine Books,Christmas stories
0345407490,6.666666666666667,The Harlot by the Side of the Road: Forbidden Tales of the Bible,Jonathan Kirsch,1997,Ballantine Books,Religion
0345408578,8.0,Bloom,Wil McCarthy,1998,Del Rey Books,Young Adult Fiction
0345409264,8.0,"Love, Remember Me",Bertrice Small,1996,Ivy Books,Fiction
0345409523,7.0,Everyone Is Entitled to My Opinion,DAVID BRINKLEY,1997,Ballantine Books,Humor
034540954X,6.0,"War Dogs of the Golden Horde (Mars Attacks , No 2)",Ray W. Murill,1997,Del Rey Books,American literature
0345409647,8.0,Interview With the Vampire,Anne Rice,1997,Ballantine Books,Fiction
0345410017,7.866666666666666,Fahrenheit 451,RAY BRADBURY,1996,Ballantine Books,Book burning
0345410084,7.0,Hell's Angels: A Strange and Terrible Saga,Hunter S. Thompson,1996,Ballantine Books,Social Science
0345410122,8.0,Maiden Voyage,Tania Aebi,1996,Ballantine Books,Travel
0345410130,6.0,Dear James,Jon Hassler,1995,Ballantine Books,Biography & Autobiography
0345410319,7.0,Black Mountain Breakdown,Lee Smith,1996,Ballantine Books,Fiction
0345410432,8.0,Eleni,NICHOLAS GAGE,1996,Ballantine Books,Biography & Autobiography
0345410963,8.5,Street Boys,LORENZO CARCATERRA,2002,Ballantine Books,Fiction
0345410998,7.555555555555555,Street Boys,Lorenzo Carcaterra,2003,Fawcett Books,Fiction
034541103X,7.25,A Reporter's Life,Walter Cronkite,1997,Ballantine Books,Biography & Autobiography
0345411463,8.5,Eureka,WILLIAM DIEHL,2002,Ballantine Books,Fiction
0345411471,7.7,Eureka,William Diehl,2003,Fawcett Books,Fiction
0345412214,7.357142857142857,The Last Don,MARIO PUZO,1997,Ballantine Books,Fiction
0345413369,8.555555555555555,"The Subtle Knife (His Dark Materials, Book 2)",PHILIP PULLMAN,1998,Del Rey,Adventure stories
0345414004,9.5,Friday,Robert A. Heinlein,1997,Del Rey Books,Fiction
0345414462,9.0,Angle of Impact,Bonnie MacDougal,1999,Ballantine Books,Blood substitutes
0345416597,8.5,Entwined,Emma Jensen,1997,Ivy Books,Juvenile Fiction
0345416872,6.0,Enchantment,Orson Scott Card,1999,Del Rey Books,Fiction
0345416880,7.956521739130435,Enchantment,Orson Scott Card,2000,Del Rey Books,Fiction
0345417011,9.0,Kirinyaga: A Fable of Utopia,Michael D. Resnick,1998,Ballantine Books,Fiction
0345417984,5.5,Setting Free the Bears,JOHN IRVING,1997,Ballantine Books,Fiction
0345418131,7.0,Eyes of a Child,Richard North Patterson,1997,Ballantine Books,Religion
0345418271,7.833333333333333,Foucault's Pendulum,Umberto Eco,1997,Ballantine Books,Fiction
0345418344,8.0,Berlin Game,Len Deighton,1997,Ballantine Books,Fiction
0345418689,6.25,Reunion,Alan Dean Foster,2002,Del Rey Books,Fiction
0345418786,8.0,Reviving Ophelia: Saving the Selves of Adolescent Girls (Ballantine Reader's Circle),Mary Bray Pipher,2002,Ballantine Books,Music
0345418824,7.333333333333333,The Harlot by the Side of the Road: Forbidden Tales of the Bible,Jonathan Kirsch,1998,Ballantine Books,Religion
0345418905,9.0,"Life, the Universe and Everything",Douglas Adams,1997,Ballantine Books,Fiction
0345418913,9.777777777777779,The Hitchhiker's Guide to the Galaxy,Douglas Adams,1997,Ballantine Books,Science
0345418980,8.0,The Andromeda Strain,Michael Crichton,1997,Ballantine Books,Fiction
0345419014,8.0,The Terminal Man,Michael Crichton,1997,Ballantine Books,Fiction
0345419995,8.11111111111111,Dave Barry's Greatest Hits,Dave Barry,1997,Ballantine Books,Humor
0345420195,8.0,On the Beach,NEVIL SHUTE,1997,Ballantine Books,Fiction
0345420713,5.5,Best Actress,John Kane,1998,Ballantine Books,Performing Arts
0345421159,6.0,Blooming: A Small-Town Girlhood,Susan Allen Toth,1998,Ballantine Books,Biography & Autobiography
0345421396,7.5,Lucifer's Hammer,Larry Niven,1998,Del Rey Books,Fiction
034542204X,8.666666666666666,Tales of the Cthulhu Mythos,H. P. Lovecraft,1998,Del Rey,Fiction
0345422392,7.1875,Vittorio the Vampire: New Tales of the Vampires,Anne Rice,2001,Ballantine Books,Fiction
0345422511,7.0,Apaches,Lorenzo Carcaterra,1998,Ballantine Books,History
0345423607,9.0,The Silver Wolf,Alice Borchardt,1998,Ballantine Books,Fiction
0345423615,7.2272727272727275,The Silver Wolf,ALICE BORCHARDT,1999,Ballantine Books,Fiction
0345424050,8.5,The Force of Character: And the Lasting Life,James Hillman,2000,Ballantine Books,"Body, Mind & Spirit"
0345424611,8.0,Parallelities,Alan Dean Foster,1998,Del Rey,Fiction
0345424654,7.0,Bloom,Wil McCarthy,1999,Del Rey Books,Young Adult Fiction
0345424735,9.0,The Dean's List,Jon Hassler,1998,Ballantine Books,Fiction
0345424816,7.4,"Extreme Justice (Ben Kincaid Series, No. 7)",WILLIAM BERNHARDT,1998,Ballantine Books,Fiction
0345425391,8.0,Song of the Exile,Kiana Davenport,1999,Ballantine Books,Fiction
0345425502,9.0,The Life of Elizabeth I,Alison Weir,1999,Ballantine Books,Biography & Autobiography
0345426266,7.75,The Analyst,JOHN KATZENBACH,2002,Ballantine Books,Fiction
0345426274,7.666666666666667,The Analyst,John Katzenbach,2003,Ballantine Books,Fiction
0345426800,7.5,A Perfect Crime,Peter Abrahams,1999,Ballantine Books,Fiction
0345427637,7.291666666666667,The Angel of Darkness,Caleb Carr,1998,Ballantine Books,Fiction
0345427769,5.0,East of A,Russell Atwood,1999,Ballantine Books,Fiction
0345427998,6.5,Eye of the Beholder,Marc Behm,1999,Ballantine Books,Fiction
0345428064,7.5,Remote Control,Andy McNab,2000,Ballantine Books,Fiction
0345428110,7.0,The Midnight Before Christmas,WILLIAM BERNHARDT,1999,Ballantine Books,Fiction
0345428145,8.0,Murder One,William Bernhardt,2001,Ballantine Books,Fiction
0345428153,7.0,Murder One,William Bernhardt,2001,Fawcett Books,Fiction
0345428277,6.0,The Insider,STEPHEN FREY,1999,Ballantine Books,Biography & Autobiography
0345428285,8.6,The Insider,STEPHEN FREY,2000,Ballantine Books,Biography & Autobiography
0345428900,9.333333333333334,Out of the Blue,Sally Mandel,2000,Ballantine Books,Juvenile Nonfiction
0345428919,6.0,Out of the Blue,SALLY MANDEL,2002,Ivy Books,Juvenile Nonfiction
0345428927,9.0,Heart and Soul,SALLY MANDEL,2002,Ballantine Books,Juvenile Nonfiction
0345430166,6.0,Don't Get Me Started,Kate Clinton,2000,Ballantine Books,Country life
0345430204,8.0,"Down to Earth (Colonization, Book 2)",Harry Turtledove,2000,Del Rey Books,Fiction
0345430212,5.5,"Aftershocks (Colonization, Book 3)",Harry Turtledove,2001,Del Rey Books,Fiction
0345430239,6.0,"Down to Earth (Colonization, Book 2)",Harry Turtledove,2001,Del Rey Books,Fiction
0345430727,8.0,Tales from the White Hart,Arthur C. Clarke,1998,Del Rey,Fiction
0345430735,6.5,Expedition to Earth,Arthur C. Clarke,1998,Del Rey Books,"Science fiction, British"
0345430794,9.0,Manifold: Origin,STEPHEN BAXTER,2002,Del Rey,Fiction
0345430808,7.142857142857143,Manifold: Origin,Stephen Baxter,2003,Del Rey Books,Fiction
0345430840,6.0,The Perfect Witness,Barry Siegel,1999,Ballantine Books,Fiction
034543126X,10.0,"The Art of Star Wars, Episode II: Attack of the Clones",Mark Cotta Vaz,2002,Del Rey Books,Fiction
0345431464,3.0,Controlling High Blood Pressure the Natural Way,David L. Carroll,2000,Ballantine Books,Health & Fitness
0345431553,5.0,A Call to Arms (Babylon 5),Robert Sheckley,1999,Del Rey Books,Games
0345431901,9.0,The Finishing School,GAIL GODWIN,1999,Ballantine Books,Fiction
0345432835,7.0,Widows,John Irving,1999,Ballantine Books (Trd Pap),Fiction
0345432967,8.0,Thale's Folly,Dorothy Gilman,1999,Ballantine Books,Fiction
0345433068,10.0,Mangrove Squeeze,Laurence Shames,1999,Ballantine Books,Key West (Fla.)
0345433165,6.888888888888889,The Right Hand of Evil,John Saul,1999,Ballantine Books,Fiction
0345433297,6.666666666666667,Nightshade,John Saul,2000,Ballantine Books,Juvenile Fiction
034543353X,5.666666666666667,Taft,Ann Patchett,1999,Ballantine Books,Fiction
0345433971,5.0,Midnight Bride,Susan Carroll,2001,Ballantine Books,Fiction
0345434250,6.666666666666667,Nimisha's Ship,Anne McCaffrey,2000,Del Rey Books,Fiction
034543496X,5.0,"If I Were a Man, I'd Marry Me",P. S. Wall,2000,Ballantine Books,Humor
0345435737,9.5,"Jarka Ruus (High Druid of Shannara, Book 1)",TERRY BROOKS,2003,Del Rey,Fiction
0345435796,7.37037037037037,The First Horseman,John Case,1999,Ballantine Books,Bibles
0345436121,6.333333333333333,Random Hearts,Warren Adler,1999,Ballantine Books,Fiction
0345436571,8.0,Canine Christmas,Jeffrey Marks,1999,Ballantine Books,Fiction
0345437594,8.0,The Irish Rogue,Judith E. French,2000,Ivy Books,Fiction
0345438310,10.0,Nicholas and Alexandra,ROBERT K. MASSIE,2000,Ballantine Books,History
0345438655,2.0,Julia,Peter Straub,2000,Ballantine Books,Self-Help
0345438671,8.0,If You Could See Me Now,Peter Straub,2000,Ballantine Books,Fiction
0345439023,9.0,The Dragon Charmer,Jan Siegel,2001,Del Rey Books,Fiction
0345439252,8.0,Trial by Ice: The True Story of Murder and Survival on the 1871 Polaris Expedition,Richard Parry,2001,Ballantine Books,History
0345439600,10.0,The Black Rose,Tananarive Due,2000,One World,Fiction
0345439708,5.0,Catching Heaven,Sands Hall,2000,Ballantine Books,Religion
0345439724,9.0,Marathon Man,William Goldman,2001,Ballantine Books,Biography & Autobiography
0345439902,9.0,The Best Alternate History Stories of the 20th Century,Harry Turtledove,2001,Del Rey Books,Fiction
0345439945,9.0,100 One-Night Reads: A Book Lover's Guide,David C. Major,2001,Ballantine Books,Literary Criticism
0345440056,9.333333333333334,Death of a Stranger,ANNE PERRY,2002,Ballantine Books,Fiction
0345440064,6.818181818181818,Death of a Stranger,ANNE PERRY,2003,Fawcett,Fiction
0345440188,10.0,The Ice Harvest,Scott Phillips,2000,Ballantine Books,Christmas
0345440390,9.5,Summer Moon,JILL MARIE LANDIS,2001,Ballantine Books,History
0345440404,7.571428571428571,Summer Moon,JILL MARIE LANDIS,2002,Ivy Books,History
0345440633,8.2,Dave Barry's Complete Guide to Guys,Dave Barry,2000,Ballantine Books,Humor
0345440838,4.666666666666667,Schmidt Delivered (Ballantine Reader's Circle),Louis Begley,2001,Ballantine Books,Fiction
0345441133,7.551724137931035,Summer Island,KRISTIN HANNAH,2002,Ballantine Books,Biographers
0345441141,9.0,The Alchemist,DONNA BOYD,2002,Ballantine Books,Fiction
0345441443,5.5,Cruel As the Grave,Sharon Kay Penman,2001,Fawcett Books,Fiction
0345441540,8.0,Days of Awe (Ballantine Reader's Circle),Achy Obejas,2002,Ballantine Books,Fiction
0345441567,9.0,The Black Rose,Tananarive Due,2001,One World,Fiction
0345441699,7.0,The Dark Arena,Mario Puzo,2001,Ballantine Books,Fiction
0345441745,6.0,Death Row,William Bernhardt,2003,Ballantine Books,Social Science
0345441761,8.0,Death Row,WILLIAM BERNHARDT,2004,Fawcett Books,Social Science
0345441788,7.4,The Forest,EDWARD RUTHERFURD,2001,Ballantine Books,Fiction
0345442121,7.0,Time to Be in Earnest: A Fragment of Autobiography,P. D. James,2001,Ballantine Books,Biography & Autobiography
0345443055,9.0,The Formula : A Personalized 40-30-30 Weight-Loss Program,GENE DAOUST,2000,Ballantine Books,Health & Fitness
0345443209,10.0,Out of Reach,PATRICIA LEWIN,2003,Ballantine Books,Juvenile Fiction
0345443268,5.75,Silent Partner,STEPHEN FREY,2003,Ballantine Books,Fiction
0345443276,6.333333333333333,Silent Partner,STEPHEN FREY,2004,Fawcett Books,Fiction
034544339X,8.0,Critical Condition : A Medical Thriller,PETER CLEMENT,2002,Ballantine Books,Fiction
0345444094,8.333333333333334,Dave Barry Is Not Taking This Sitting Down,Dave Barry,2002,Ballantine Books,Humor
0345444108,8.5,Dave Barry Is Not Taking This Sitting Down!,Dave Barry,2001,Ballantine Books,Humor
0345444841,8.5,The Photograph,VIRGINIA ELLIS,2003,Ballantine Books,Fiction
0345444884,8.211538461538462,The Talisman,STEPHEN KING,2001,Ballantine Books,Fiction
0345445600,10.0,The Hobbit,J.R.R. TOLKIEN,2001,Del Rey,Juvenile Fiction
0345445651,9.0,No Place Like Home,BARBARA SAMUEL,2002,Ballantine Books,Fiction
0345445783,7.0,Lights Out,Peter Abrahams,2002,Fawcett Books,Health & Fitness
0345445783,7.0,Lights Out,Peter Abrahams,2002,Fawcett Books,Electric industries
0345445813,6.0,The Twelfth Garfield Fat Cat 3-Pack (Garfield Fat Cat Three Pack),Jim Davis,2001,Ballantine Books,Humor
0345445872,7.5,Queen of Camelot,Nancy McKenzie,2002,Del Rey Books,Fiction
0345445899,7.0,Vertical Burn,EARL EMERSON,2002,Ballantine Books,Crafts & Hobbies
0345445902,10.0,Vertical Burn,Earl Emerson,2003,Ballantine Books,Crafts & Hobbies
0345445910,8.333333333333334,Into the Inferno,EARL EMERSON,2003,Ballantine Books,California
0345445937,10.0,Burnt Bread and Chutney : Growing Up Between Cultures-A Memoir of an Indian Jewish Girl,CARMIT DELMAN,2002,One World/Ballantine,Biography & Autobiography
0345445961,5.0,Bittersweet,"Freddie Lee, III Johnson",2002,One World,Cooking
0345445961,5.0,Bittersweet,"Freddie Lee, III Johnson",2002,One World,Psychology
0345446542,8.5,The Hole,Guy Burt,2001,Ballantine Books,Fiction
0345446593,6.5,Sophie,Guy Burt,2003,Ballantine Books,Juvenile Fiction
0345447832,7.882352941176471,The Surgeon,TESS GERRITSEN,2001,Ballantine Books,Fiction
0345447840,7.840909090909091,The Surgeon,TESS GERRITSEN,2002,Ballantine Books,Fiction
0345447980,7.444444444444445,Planet of the Apes,Pierre Boulle,2001,Del Rey Books,Fiction
0345448359,7.6,Darwin's Children,GREG BEAR,2003,Del Rey,Fiction
0345448367,8.25,Darwin's Children,GREG BEAR,2004,Del Rey,Fiction
0345449622,7.5,Final Round,WILLIAM BERNHARDT,2002,Ballantine Books,Sports & Recreation
0345450531,10.0,No Turning Back: The History of Feminism and the Future of Women,Estelle B. Freedman,2003,Ballantine Books,Social Science
0345450558,6.0,A Place to Land : Lost and Found in an Unlikely Friendship,MARTHA MANNING,2003,Ballantine Books,Biography & Autobiography
0345450744,7.8,Between Sisters,KRISTIN HANNAH,2004,Ballantine Books,Fiction
0345450906,4.0,The Seduction of Water,CAROL GOODMAN,2003,Ballantine Books,Fiction
0345451473,8.666666666666666,"Hate Crime (Bernhardt, William)",WILLIAM BERNHARDT,2004,Ballantine Books,Fiction
0345452038,10.0,The Forensic Casebook: The Science of Crime Scene Investigation,Ngaire Genge,2002,Ballantine Publishing Group,Science
0345452364,9.25,The Edge of Doom,AMANDA CROSS,2002,Ballantine Books,Fiction
0345452372,8.0,The Edge of Doom,AMANDA CROSS,2003,Fawcett,Fiction
0345452488,7.75,"Time's Eye (A Time Odyssey, Book 1)",ARTHUR C. CLARKE,2004,Del Rey,Fiction
0345452577,7.388888888888889,The Conspiracy Club,JONATHAN KELLERMAN,2003,Ballantine Books,Fiction
0345452593,7.4,Therapy,Jonathan Kellerman,2004,Ballantine Books,Medical
0345452704,7.333333333333333,Dying to Please,LINDA HOWARD,2002,Ballantine Books,Fiction
034545281X,7.0,The Pig Who Sang to the Moon : The Emotional World of Farm Animals,JEFFREY MOUSSAIEFF MASSON,2003,Ballantine Books,Nature
0345453409,8.23076923076923,Dying to Please,LINDA HOWARD,2003,Ballantine Books,Fiction
0345454073,5.5,The Homing,John Saul,2002,Ballantine Books,Fiction
0345455916,9.333333333333334,The Probable Future (Ballantine Reader's Circle),ALICE HOFFMAN,2004,Ballantine Books,Fiction
0345456068,4.0,Some Things I Never Thought I'd Do,PEARL CLEAGE,2003,One World/Ballantine,Fiction
0345456351,10.0,A Gift of Dragons,Anne McCaffrey,2002,Del Rey Books,Fiction
0345456505,9.0,Prince of Dreams: A Tale of Tristan and Essylte,NANCY MCKENZIE,2003,Del Rey,Fiction
0345456521,6.25,No Graves As Yet: A Novel of World War I,Anne Perry,2003,Ballantine Books,Fiction
